Id,Applications,Cef,NBR Version,Kit,Remarks,Company,Tipologia Appplicazione
1630,5.7GXiE-N,500178G,,,,VOLVO PENTA,Inboard_Engines
1631,5.7GXiI-A,500189GT,,,,VOLVO PENTA,Inboard_Engines
1631,5.7GXiI-B,500189GT,,,,VOLVO PENTA,Inboard_Engines
1631,5.7GXiI-C,500189GT,,,,VOLVO PENTA,Inboard_Engines
1631,5.7GXiI-D,500189GT,,,,VOLVO PENTA,Inboard_Engines
1631,5.7GXiI-E,500189GT,,,,VOLVO PENTA,Inboard_Engines
1631,5.7GXiI-F,500189GT,,,,VOLVO PENTA,Inboard_Engines
1632,5.7GXiI-G,500178G,,,,VOLVO PENTA,Inboard_Engines
1633,5.7GXiI-H,500178G,,,,VOLVO PENTA,Inboard_Engines
1634,5.7OSi-A,500189GT,,,,VOLVO PENTA,Inboard_Engines
1634,5.7OSi-B,500189GT,,,,VOLVO PENTA,Inboard_Engines
1634,5.7OSi-C,500189GT,,,,VOLVO PENTA,Inboard_Engines
1634,5.7OSi-D,500189GT,,,,VOLVO PENTA,Inboard_Engines
